FlareClass,Flare Date,AR,TOTUSJH,TOTBSQ,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,TOTFZ,MEANPOT,R_VALUE,EPSZ,SHRGT45
C14,5/22/2014 0:10,12066,338.598,8779900000,4.14E+22,6.21953E+12,4.112,3.37E+11,6.73E+21,110.553,-2257.9,3164.53,3.051,-0.4878,11.69
C11,5/27/2014 0:10,12071,1000.01,20723000000,7.31E+22,1.9853E+13,77.914,4.83583E+12,1.16E+22,1319.18,-461.03,3008.3,2.872,-0.0422,10.237
C14,5/29/2014 0:10,12071,1210.27,24379000000,8.81E+22,2.61706E+13,20.028,1.76009E+12,1.80E+22,1111.74,-2078,2298.25,2.901,-0.1617,6.865
C23,6/11/2014 0:10,12082,1546.04,30183000000,3.93E+23,3.24814E+13,256.519,4.21797E+12,2.05E+22,1106.39,-2284.2,9392.43,4.05,-0.1436,36.991
C25,6/13/2014 0:10,12082,1405.61,33691000000,3.31E+23,2.83204E+13,202.636,6.79393E+12,2.59E+22,763.336,-5630.7,6117.75,3.967,-0.317,23.265
C11,6/29/2014 0:10,12096,348.798,9564700000,1.04E+23,7.67129E+12,75.82,9.3976E+11,4.91E+21,435.764,155.77,9563.02,2.482,0.0309,49.622
C11,6/28/2014 0:10,12100,576.536,10096000000,4.39E+22,1.1953E+13,51.966,2.00825E+12,1.06E+22,289.232,-2230.3,2051.48,3.448,-0.419,2.836
C22,6/30/2014 0:10,12100,534.45,6942900000,4.78E+22,1.16709E+13,92.453,3.55053E+12,6.58E+21,428.296,-774.86,3182.36,3.487,-0.2117,18.836
C26,7/3/2014 0:10,12100,539.922,7408400000,5.08E+22,1.17438E+13,49.209,2.8454E+12,5.95E+21,532.344,-624.01,3624.66,3.435,-0.1598,24.756
C60,7/1/2014 0:10,12106,2509.21,56117000000,2.20E+23,5.02405E+13,49.227,2.82172E+12,4.89E+22,967.072,-14443,2251.75,4.097,-0.4882,5.855
C12,7/8/2014 0:10,12106,1873.99,36514000000,2.39E+23,4.34833E+13,74.367,5.29549E+12,2.97E+22,1546.47,-4762.6,3609.63,3.671,-0.2474,16.159
C42,7/4/2014 0:10,12108,3682.7,78366000000,1.18E+24,7.59812E+13,564.05,2.82771E+13,5.19E+22,2855.27,-4282.9,10551.8,4.562,-0.1037,38.207
C16,7/5/2014 0:10,12108,3275.15,69949000000,9.96E+23,6.88504E+13,410.935,1.56145E+13,4.31E+22,2773.31,-3106.7,10460.6,4.251,-0.0842,41.491
C35,7/6/2014 0:10,12108,2884.73,66639000000,8.72E+23,6.23239E+13,201.399,1.03485E+13,3.95E+22,2589.65,-2818.6,10246.2,4.223,-0.0802,38.64
C41,7/8/2014 0:10,12108,2884.17,86466000000,7.03E+23,6.19664E+13,20.729,2.34693E+12,4.78E+22,1971.83,-8617.7,7100.91,4.162,-0.1891,25.083
C24,7/4/2014 0:10,12109,2536.6,64973000000,1.03E+24,4.44555E+13,39.089,3.88144E+12,4.71E+22,1457.71,-8034,13398.2,4.485,-0.2346,35.741
C29,7/6/2014 0:10,12109,3024.71,65883000000,1.26E+24,6.25259E+13,407.635,2.15599E+13,4.39E+22,1659.03,-4152.3,14926.8,4.845,-0.1196,46.056
C43,7/7/2014 0:10,12109,2571.62,59297000000,1.21E+24,5.241E+13,416.265,2.04752E+13,3.62E+22,1596.68,-2022.4,17007.8,4.547,-0.0647,50.349
C22,7/9/2014 0:10,12109,2259.66,55369000000,1.18E+24,4.6829E+13,314.399,1.24011E+13,2.90E+22,1520.27,-753.82,20319.8,4.182,-0.0258,58.108
C46,7/11/2014 0:10,12109,2663.5,57539000000,1.12E+24,5.20046E+13,329.187,9.67675E+12,3.41E+22,1549.48,-3091.6,17395.2,4.622,-0.1019,46.227
C25,7/12/2014 0:10,12109,2813.55,59379000000,1.10E+24,5.40616E+13,242.966,6.02107E+12,3.97E+22,1427.78,-4668.8,14729.8,4.611,-0.1491,36.769
C18,7/13/2014 0:10,12109,2525.54,59996000000,9.92E+23,4.62081E+13,204.819,4.54109E+12,4.47E+22,1205.4,-7508.3,12127.2,4.348,-0.2374,25.412
C21,7/24/2014 0:10,12121,1745.01,36111000000,3.14E+23,3.34502E+13,105.543,8.04343E+11,3.57E+22,867.305,-8244.8,4688.24,4.125,-0.4331,15.278
C22,7/25/2014 0:10,12121,1700.28,30367000000,2.98E+23,3.44066E+13,56.546,2.51296E+12,3.01E+22,987.909,-5671.2,4917.22,3.905,-0.3542,17.222
C24,7/28/2014 0:10,12125,1297.29,32631000000,1.26E+23,2.7773E+13,52.791,3.23765E+12,2.91E+22,687.524,-7625,2071.86,3.727,-0.4432,4.822
C18,7/29/2014 0:10,12126,1275.56,17090000000,1.79E+23,2.48949E+13,34.277,4.36161E+12,1.24E+22,808.182,-1246.1,6541.08,4.049,-0.1383,32.439
C21,8/4/2014 0:10,12134,1381.45,31786000000,2.41E+23,2.93536E+13,6.998,3.2487E+12,2.90E+22,794.469,-6551.9,4021.21,4.067,-0.391,14.002
C10,10/4/2014 0:10,12177,354.614,5416200000,1.90E+22,7.94632E+12,34.694,1.6884E+12,4.46E+21,449.521,-471.16,1902.56,2.602,-0.165,6.822
C17,10/4/2014 0:10,12178,843.776,26202000000,2.40E+23,1.82401E+13,57.352,4.28529E+12,1.11E+22,997.008,-550,10046.2,3.573,-0.0398,37.147
C10,10/5/2014 0:10,12178,704.963,23297000000,1.96E+23,1.5503E+13,33.263,1.1642E+12,9.93E+21,870.681,-752.59,9372.98,3.305,-0.0613,36.022
C17,10/6/2014 0:10,12181,1186.15,22041000000,1.41E+23,2.3816E+13,197.109,1.11102E+13,1.77E+22,545.542,-4023.8,3793.79,4.037,-0.3463,15.619
C92,10/25/2014 0:10,12195,1065.55,22645000000,1.78E+23,2.17282E+13,33.527,1.91664E+12,1.83E+22,534.938,-3970.2,5008.98,3.709,-0.3326,17.236
C20,10/31/2014 0:10,12201,618.85,14699000000,8.83E+22,1.18195E+13,77.11,5.06342E+12,1.30E+22,228.583,-3033,3558.83,3.683,-0.3914,12.61
C23,11/1/2014 0:10,12201,597.674,11636000000,6.86E+22,1.16752E+13,69.278,4.43048E+12,1.00E+22,236.627,-2014,3546.38,3.878,-0.3283,8.656
C19,11/2/2014 0:10,12201,624.427,9618200000,7.05E+22,1.27054E+13,105.694,5.32428E+12,8.40E+21,312.81,-1084.1,4015.05,3.681,-0.2138,14.25
C14,11/3/2014 0:10,12201,399.892,6392500000,3.74E+22,9.49085E+12,53.628,2.48301E+12,4.94E+21,329.501,-371.06,3227.2,3.746,-0.1101,17.498
C23,11/8/2014 0:10,12201,597.465,10239000000,5.71E+22,1.29576E+13,32.291,3.27093E+12,9.84E+21,374.622,-1704.7,2841.44,3.044,-0.3158,10.699
C34,11/11/2014 0:10,12208,2251,41024000000,2.92E+23,4.54054E+13,124.667,4.63742E+12,4.22E+22,1142.21,-9152.2,3611.67,3.874,-0.4232,12.119
C15,11/12/2014 0:10,12208,2448.06,37616000000,3.62E+23,5.02901E+13,66.232,2.40996E+12,3.78E+22,1473.32,-6149.7,4817.27,4.328,-0.3101,16.468
C22,11/13/2014 0:10,12208,2339.43,29788000000,2.83E+23,4.9731E+13,300.017,1.33207E+13,2.95E+22,1668.11,-3971.3,4379.47,4.262,-0.2529,21.06
C31,11/14/2014 0:10,12208,1829.12,22259000000,1.79E+23,3.97918E+13,233.011,1.01366E+13,2.11E+22,1709.69,-2672,3637.58,4.285,-0.2277,20.665
C17,11/22/2014 0:10,12216,2969.85,75888000000,1.01E+24,5.50256E+13,70.465,3.25612E+12,5.22E+22,1586.51,-9135.8,10779.2,4.417,-0.2284,27.762
C25,11/24/2014 0:10,12216,2565.46,51027000000,7.74E+23,5.639E+13,223.639,4.98204E+12,3.73E+22,1943.61,-2558.6,9832.37,4.256,-0.0951,34.916
C28,11/27/2014 0:10,12216,1918.9,34604000000,4.16E+23,4.48333E+13,429.945,1.05564E+13,2.43E+22,1962.56,-1921.4,7231.77,3.981,-0.1053,34.805
C42,12/1/2014 0:10,12216,1426.27,47256000000,2.65E+23,2.69966E+13,278.923,7.84923E+12,2.96E+22,703.457,-11049,4578.42,3.959,-0.4435,16.551
C29,11/26/2014 0:10,12217,1790.7,31065000000,2.40E+23,3.52871E+13,120.517,6.10872E+12,2.84E+22,902.856,-5874.8,4420.76,4.149,-0.3587,15.823
C18,12/1/2014 0:10,12217,1507.8,18022000000,1.42E+23,3.06135E+13,90.531,3.73845E+12,1.53E+22,975.532,-2051.8,4289.9,4.038,-0.216,21.623
C52,12/2/2014 0:10,12217,1689.81,22889000000,1.79E+23,3.20898E+13,77.232,1.17284E+12,2.05E+22,969.815,-3416.5,4425.5,4.107,-0.2831,17.324
C24,12/3/2014 0:10,12217,1936.17,27491000000,1.92E+23,3.7241E+13,286.53,9.90772E+12,2.68E+22,893.936,-5269.4,3722.88,4.101,-0.3636,12.46
C11,11/25/2014 0:10,12219,240.922,3258500000,1.75E+22,5.3002E+12,9.236,9.91429E+11,2.09E+21,109.521,91.793,3300.68,2.517,0.0534,29.714
C17,11/26/2014 0:10,12219,778.288,8354300000,1.07E+23,1.5695E+13,80.117,1.8547E+12,5.95E+21,315.908,-206.82,7254.65,4.174,-0.047,40.879
C31,11/28/2014 0:10,12219,1162.73,18795000000,3.06E+23,2.49384E+13,136.818,8.00031E+12,1.26E+22,633.024,-873.83,10682.9,3.983,-0.0882,50.109
C21,11/29/2014 0:10,12219,1527.15,25613000000,3.95E+23,3.08592E+13,76.289,8.8795E+12,1.85E+22,808.826,-2221.2,10863.5,4.4,-0.1645,43.225
C17,11/29/2014 0:10,12221,1720.46,27012000000,2.29E+23,3.57823E+13,85.271,4.26325E+12,2.64E+22,889.066,-5003.7,4406.4,4.214,-0.3514,15.736
C21,11/30/2014 0:10,12221,1304.43,18889000000,1.63E+23,2.94021E+13,6.639,8.49564E+11,1.84E+22,930.516,-2678.1,4050.1,3.607,-0.2689,19.003
C40,12/13/2014 0:10,12227,561.332,18840000000,1.50E+23,1.19345E+13,39.238,3.15047E+12,1.01E+22,291.355,-1889.5,7432.29,3.568,-0.1902,27.419
C13,12/8/2014 0:10,12230,757.518,18604000000,4.86E+22,1.7032E+13,63.036,3.0357E+12,1.49E+22,461.359,-4139.5,1554.7,2.384,-0.4221,1.367
C13,12/9/2014 0:10,12230,1373.19,20201000000,1.45E+23,2.96572E+13,61.353,4.05645E+12,1.91E+22,910.921,-3017.9,3479.54,4.165,-0.2834,12.321
C14,12/10/2014 0:10,12230,1730.04,22118000000,2.41E+23,3.56013E+13,63.409,3.93993E+12,1.87E+22,1274.27,-2045.1,5790.21,4.588,-0.1754,26.123
C11,12/12/2014 0:10,12230,1338.54,22119000000,2.78E+23,2.95256E+13,39.264,3.19051E+12,1.62E+22,1494.99,-1416.9,7655.91,4.062,-0.1215,33.216
C59,12/10/2014 0:10,12232,1030.38,18377000000,1.94E+23,1.95032E+13,44.663,2.02892E+12,1.61E+22,464.566,-2918.9,6409.67,3.923,-0.3013,23.286
C38,12/11/2014 0:10,12234,415.25,4634900000,4.37E+22,8.4528E+12,135.043,2.73359E+12,3.57E+21,181.793,-242.28,4925.96,3.644,-0.0992,34.978
C40,12/12/2014 0:10,12234,583.679,8719200000,1.34E+23,1.1783E+13,220.66,1.05392E+13,5.68E+21,326.24,-240.83,10226.4,3.92,-0.0524,50.804
C54,12/21/2014 0:10,12244,1161.6,15245000000,2.16E+23,2.16155E+13,327.192,1.6987E+13,1.17E+22,409.596,-1585.8,10067.1,4.42,-0.1973,36.323
C70,12/22/2014 0:10,12244,907.566,13859000000,2.23E+23,1.8806E+13,216.808,7.79954E+12,1.05E+22,435.911,-859.87,9935.31,4.079,-0.1177,46.519
C20,12/24/2014 0:10,12245,684.294,8497900000,5.43E+22,1.53519E+13,10.253,8.49857E+11,1.00E+22,434.014,-1505.2,2432.16,2.985,-0.336,11.047
C21,12/26/2014 0:10,12248,1143.48,24990000000,1.61E+23,2.3989E+13,7.311,4.91554E+12,2.11E+22,628.056,-4596.4,3766.4,3.881,-0.3489,11.427
C33,12/28/2014 0:10,12248,983.112,18511000000,1.49E+23,2.05884E+13,78.147,5.71145E+12,1.40E+22,853.403,-1887.6,4942.9,3.03,-0.1934,18.706
C14,12/29/2014 0:10,12248,850.745,16123000000,1.36E+23,1.78791E+13,12.252,5.38383E+12,1.10E+22,875.147,-1189.1,5722.7,3.584,-0.1399,23.832
C26,12/29/2014 0:10,12250,339.764,5026800000,2.37E+22,7.15686E+12,1.833,9.60658E+11,5.93E+21,135.332,-1285.5,1933.62,2.722,-0.4851,4.136
C13,12/28/2014 0:10,12251,258.522,12434000000,2.21E+22,4.96989E+12,40.018,1.59145E+12,4.28E+21,77.5824,-2817.2,2789.27,3.178,-0.4298,8.483
C14,12/29/2014 0:10,12251,884.901,14462000000,7.97E+22,1.82742E+13,61.99,2.63234E+12,1.22E+22,346.943,-2662.5,3126.82,3.44,-0.3492,15.428
C26,12/30/2014 0:10,12251,1360.72,22413000000,3.08E+23,2.69929E+13,51.611,2.62929E+12,1.56E+22,648.221,-1722.5,9431.12,4.474,-0.1458,38.993
C16,12/31/2014 0:10,12251,793.791,16534000000,2.23E+23,1.72201E+13,49.497,3.06636E+12,1.14E+22,640.995,-856.75,9187.44,3.518,-0.0983,43.091
C45,1/5/2015 0:10,12251,616.486,14008000000,1.28E+23,1.36089E+13,51.045,2.37046E+12,1.12E+22,381.508,-1690,5288.11,3.214,-0.2288,20.865
C21,1/4/2015 0:10,12255,1189.5,28286000000,1.96E+23,2.4419E+13,204.821,6.89406E+12,1.94E+22,565.027,-4287,4882.05,4.128,-0.2875,16.571
C71,1/12/2015 0:10,12255,1311.32,27773000000,1.86E+23,2.39308E+13,379.688,1.14332E+13,1.70E+22,478.329,-5205.8,5375.13,4.418,-0.3555,19.234
C34,1/9/2015 0:10,12259,1979.71,84290000000,5.16E+23,4.04777E+13,247.803,1.27803E+13,4.54E+22,1123.85,-15233,5666.83,4.125,-0.3428,17.478
C11,1/10/2015 0:10,12259,2304.76,73307000000,5.11E+23,5.00235E+13,197.366,1.16757E+13,4.71E+22,1433.5,-11032,5261.19,3.832,-0.2855,15.125
C19,1/14/2015 0:10,12259,1803.95,48197000000,4.20E+23,4.03482E+13,145.962,8.02641E+12,2.49E+22,2253.18,-1580.9,7917.23,3.779,-0.0622,29.353
C37,1/12/2015 0:10,12260,515.019,6552200000,5.79E+22,1.04218E+13,12.704,1.40221E+12,4.33E+21,282.85,-437.92,5826.01,3.313,-0.1268,34.947
C14,1/11/2015 0:10,12262,332.571,11203000000,1.67E+22,6.73066E+12,22.137,2.02531E+12,3.79E+21,813.637,596.56,2121.12,2.875,0.101,4.325
C12,1/15/2015 0:10,12262,471.659,24522000000,3.35E+22,1.07617E+13,2.436,9.94918E+11,1.26E+22,227.349,-5314.4,1210.38,2.827,-0.4111,1.549
C33,1/19/2015 0:10,12266,784.957,11587000000,1.74E+23,1.69417E+13,125.953,2.50561E+12,7.57E+21,407.945,-342.81,9405.88,3.784,-0.0561,51.62
C24,1/27/2015 0:10,12273,474.91,6924500000,1.18E+23,1.03247E+13,156.646,8.38499E+12,4.43E+21,201.582,-171.82,12193.4,3.875,-0.0471,54.104
C21,1/27/2015 0:10,12275,436.263,7555100000,1.13E+23,1.04517E+13,12.464,1.0566E+12,4.62E+21,181.663,-210.84,10440.8,3.611,-0.0529,52.901
C11,2/6/2015 0:10,12281,786.338,15138000000,9.32E+22,1.54941E+13,9.73,2.03576E+12,1.46E+22,418.224,-3243.2,3180.6,3.675,-0.4064,11.094
C17,2/9/2015 0:10,12281,640.699,10633000000,9.59E+22,1.32037E+13,102.108,2.92019E+12,7.30E+21,498.142,-576.69,6304.21,3.612,-0.1029,30.837
C10,2/11/2015 0:10,12282,1745.77,35592000000,3.58E+23,3.41435E+13,29.087,1.16054E+12,2.99E+22,817.801,-5682.9,5981.16,4.207,-0.3029,21.008
C10,2/12/2015 0:10,12282,1680.57,34408000000,4.22E+23,3.46794E+13,40.321,8.69858E+12,2.52E+22,991.762,-3402,8269.63,3.878,-0.1876,29.583
C35,2/18/2015 0:10,12282,847.834,21387000000,1.76E+23,1.78072E+13,32.12,1.43185E+12,1.81E+22,547.839,-3180.1,4563.62,3.72,-0.2821,17.488
C12,2/19/2015 0:10,12282,831.543,23917000000,1.53E+23,1.59481E+13,4.35,1.27908E+12,1.94E+22,391.638,-4872.2,3732,3.77,-0.3864,14.552
C19,3/3/2015 0:10,12292,1236.92,25578000000,1.95E+23,2.65567E+13,131.861,7.81837E+12,2.14E+22,640.151,-4169.4,4221.92,4.011,-0.3092,19.146
C28,3/4/2015 0:10,12292,1069.14,30173000000,1.60E+23,2.08079E+13,16.863,2.9331E+12,2.02E+22,518.653,-6947.3,4100.93,3.68,-0.4367,16.688
C11,3/4/2015 0:10,12293,1357.33,25364000000,1.06E+23,3.24846E+13,22.707,1.23589E+13,2.10E+22,1535.84,-1862.2,2095.24,3.219,-0.1393,9.149
C12,3/28/2015 0:10,12303,401.217,15755000000,5.09E+22,7.34353E+12,29.594,1.17283E+12,8.80E+21,169.025,-3271.6,2982.96,3.114,-0.3939,10.536
C10,3/25/2015 0:10,12305,2543.61,46600000000,6.76E+23,4.89787E+13,255.381,1.57882E+13,3.10E+22,1643.37,-2952.5,11299.8,4.685,-0.1202,33.908
C14,3/26/2015 0:10,12305,2129.45,42333000000,6.65E+23,4.08967E+13,218.528,8.36107E+12,2.39E+22,1664.5,-1312.6,14288.3,4.407,-0.0588,40.867
C79,4/15/2015 0:10,12321,5375.48,1.309E+11,1.32E+24,1.04882E+14,981.323,1.98132E+13,8.89E+22,3022.26,-18606,7590.98,4.773,-0.2696,27.441
C18,4/16/2015 0:10,12321,5351.32,1.1692E+11,1.22E+24,1.06392E+14,1099.74,2.83382E+13,7.87E+22,3169,-13116,7694.56,4.835,-0.2128,28.883
C29,4/18/2015 0:10,12321,3884.28,86268000000,8.59E+23,8.26059E+13,777.162,2.12155E+13,5.06E+22,3029.34,-5313.1,7800.65,4.295,-0.1168,35.217
C24,4/20/2015 0:10,12321,3252.95,73942000000,5.70E+23,7.13108E+13,595.279,2.43741E+13,4.65E+22,2554.89,-5145.8,5599.43,4.221,-0.132,23.341
C15,4/23/2015 0:10,12326,941.329,16055000000,1.58E+23,1.58431E+13,114.506,3.24698E+12,1.31E+22,344.171,-3202,6618.74,4.065,-0.3783,20.012
C10,4/24/2015 0:10,12331,1359.41,26760000000,3.32E+23,2.95834E+13,169.774,9.21685E+12,1.66E+22,1192.91,-884.72,8692.95,3.498,-0.0627,37.298
C10,4/26/2015 0:10,12331,1974.78,42301000000,4.91E+23,4.05856E+13,72.657,2.36553E+12,3.34E+22,1117.71,-5491.6,7089.56,4.047,-0.2463,27.318
C30,5/4/2015 0:10,12338,233.493,4382000000,1.94E+22,4.11353E+12,43.644,2.16858E+12,3.03E+21,68.86,-898.58,3286.27,3.521,-0.389,12.32
C35,5/13/2015 0:10,12342,1096.78,19007000000,9.96E+22,2.28543E+13,57.758,9.44048E+11,1.38E+22,919.237,-1498.3,3400.48,4.082,-0.1495,12.658
C11,5/14/2015 0:10,12342,871.613,17644000000,1.11E+23,1.91697E+13,94.329,2.84479E+12,1.07E+22,958.402,-472.84,4785.1,3.534,-0.0508,22.978
C20,5/15/2015 0:10,12342,694.046,15128000000,1.10E+23,1.5251E+13,109.445,4.75528E+12,7.93E+21,822.342,-12.282,6472.05,3.566,-0.0015,27.773
C10,5/18/2015 0:10,12349,627.066,11905000000,5.30E+22,1.3787E+13,32.961,2.95417E+12,1.33E+22,394.654,-2683.4,1890.79,3.324,-0.4276,4.264
C16,5/20/2015 0:10,12349,372.986,6165600000,2.41E+22,8.73256E+12,13.252,3.07128E+12,5.30E+21,405.534,-661.08,1964.71,3.276,-0.2034,9.251
C11,5/21/2015 0:10,12349,289.006,4880700000,1.66E+22,6.15404E+12,20.07,2.56641E+12,3.37E+21,353.567,-208.08,2243.47,2.896,-0.0809,8.326
C16,6/7/2015 0:10,12362,2638.25,55503000000,4.28E+23,5.45151E+13,325.892,1.0837E+13,4.45E+22,1590.1,-8246,4594.75,4.13,-0.2818,17.428
C28,6/9/2015 0:10,12364,331.196,15165000000,2.45E+22,7.10192E+12,2.208,1.17589E+12,5.67E+21,237.294,-2391.6,2080.89,3.773,-0.2991,4.647
C18,6/10/2015 0:10,12365,352.557,7783500000,8.70E+22,8.48252E+12,53.762,2.26574E+12,5.66E+21,335.689,-306.41,6668.55,2.819,-0.0747,32.472
C11,7/2/2015 0:10,12373,3111.73,55707000000,4.19E+23,6.74571E+13,77.14,1.21041E+13,5.61E+22,2394.59,-9482.6,3513.71,3.962,-0.3229,12.152
C12,7/3/2015 0:10,12373,2519.98,44240000000,3.66E+23,5.6737E+13,15.001,1.37371E+13,3.88E+22,2628.93,-5098.2,4231.81,3.749,-0.2186,17.664
C12,7/10/2015 0:10,12385,342.177,5385200000,3.31E+22,7.74094E+12,81.987,2.50743E+12,3.90E+21,152.813,-556.58,3547.24,3.718,-0.1961,27.292
C10,7/11/2015 0:10,12385,797.623,13820000000,1.32E+23,1.45879E+13,230.063,1.01314E+13,1.15E+22,328.057,-2547.8,6285.37,4.169,-0.3497,24.452
C26,7/24/2015 0:10,12389,488.276,8052600000,7.01E+22,8.73581E+12,133.211,8.06882E+12,6.90E+21,150.024,-1761.7,5532.37,3.616,-0.415,18.249
C21,8/7/2015 0:10,12394,626.65,13540000000,1.68E+23,1.29287E+13,72.264,2.63287E+12,7.95E+21,551.087,-669.2,10328.5,3.211,-0.0938,40.767
C21,8/6/2015 0:10,12396,1849.11,36782000000,6.39E+23,4.0123E+13,31.101,1.66508E+12,2.56E+22,984.296,-2375.8,12432,4.708,-0.1225,50.256
C17,8/7/2015 0:10,12396,2194.82,46780000000,8.99E+23,4.76478E+13,188.244,4.11891E+12,3.05E+22,1232.66,-1773.4,14744.9,4.723,-0.0719,56.588
C10,8/8/2015 0:10,12396,2564.04,57870000000,1.17E+24,5.5272E+13,237.299,5.5059E+12,3.55E+22,1398.95,-1704,16268.8,4.628,-0.0559,60.732
C42,8/9/2015 0:10,12396,3115.61,62554000000,1.24E+24,6.21235E+13,479.422,1.05843E+13,3.80E+22,1491.24,-2395.7,16584.9,4.74,-0.0726,58.659
C16,8/14/2015 0:10,12401,725.857,9825100000,8.76E+22,1.13658E+13,336.922,1.33435E+13,7.67E+21,240.883,-1808.4,6594.39,4.219,-0.3491,19.412
C16,8/15/2015 0:10,12401,565.104,8150600000,5.44E+22,1.11615E+13,92.276,4.08656E+12,8.18E+21,314.428,-1588.4,3418.71,3.706,-0.3697,12.157
C14,8/29/2015 0:10,12405,422.167,6926600000,3.57E+22,8.62657E+12,26.646,2.5544E+12,7.47E+21,261.045,-1416.7,2330.6,3.469,-0.388,6.316
C10,8/30/2015 0:10,12405,304.948,4790600000,2.21E+22,6.89232E+12,18.709,1.8687E+12,4.62E+21,248.861,-682.93,2110.82,1.953,-0.2704,7.191
C13,9/11/2015 0:10,12414,395.364,5967800000,2.94E+22,9.19991E+12,36.329,3.66976E+11,3.71E+21,374.628,134,3032.2,3.047,0.0426,26.995
C26,9/18/2015 0:10,12418,1238.03,32659000000,4.51E+23,2.54183E+13,202.564,4.3858E+12,2.08E+22,993.643,-2356.4,10886.8,3.526,-0.1369,30.768
C13,10/19/2015 0:10,12436,2081.83,47270000000,4.73E+23,3.89211E+13,122.408,4.42254E+12,3.66E+22,890.578,-8201.3,6926.71,4.441,-0.3291,20.904
C77,10/21/2015 0:10,12436,2450.05,40514000000,5.47E+23,4.95938E+13,457.301,1.83843E+13,2.95E+22,1308.59,-3174.3,8512.35,4.543,-0.1486,34.236
C19,10/28/2015 0:10,12436,1372.47,32523000000,2.16E+23,2.9819E+13,95.932,4.11085E+12,3.35E+22,821.698,-7171.8,3060.93,3.713,-0.4183,8.959
C12,10/20/2015 0:10,12437,1845.72,46428000000,1.73E+23,3.92542E+13,207.988,8.61161E+12,4.12E+22,1055.34,-10843,2008.1,3.889,-0.443,5.312
C22,10/26/2015 0:10,12437,1519.6,29236000000,1.02E+23,3.3401E+13,7.371,1.08011E+13,2.62E+22,1408.37,-4431.8,1839.99,2.189,-0.2875,3.489
C16,10/28/2015 0:10,12437,1253.19,39603000000,8.37E+22,2.7484E+13,44.727,3.81131E+12,3.11E+22,707.874,-9775.9,1289.84,3.257,-0.4682,2.682
C18,11/1/2015 0:10,12441,73.766,1392200000,4.15E+21,1.65913E+12,11.626,7.52274E+11,7.50E+20,149.738,-54.643,2310.31,3.075,-0.0744,15.163
C72,11/2/2015 0:10,12441,70.281,1272200000,3.21E+21,1.51445E+12,17.751,1.14553E+12,7.91E+20,101.695,-51.955,1902.48,2.786,-0.0775,7.644
C30,11/7/2015 0:10,12448,1159.47,20940000000,1.83E+23,2.5118E+13,11.284,2.28676E+12,2.04E+22,728.493,-3571.2,4448.42,4.031,-0.3235,15.822
C27,11/22/2015 0:10,12454,1843.64,27533000000,2.34E+23,3.69851E+13,10.705,2.1283E+12,2.36E+22,1090.47,-3459.2,4994.49,4.244,-0.2383,18.588
C87,11/23/2015 0:10,12454,1709.88,31758000000,1.93E+23,3.5844E+13,33.37,1.13764E+12,3.33E+22,981.389,-6506.1,2906.64,3.769,-0.3886,9.098
C20,11/22/2015 0:10,12457,1923.94,37780000000,2.05E+23,4.03006E+13,43.793,3.41234E+12,3.32E+22,903.346,-7848,3044.98,3.977,-0.394,11.602
C10,11/30/2015 0:10,12458,623.562,9581100000,9.72E+22,1.32277E+13,14.448,6.13418E+11,6.81E+21,560.997,-670.98,6406.32,3.693,-0.1328,33.447
C36,12/1/2015 0:10,12458,834.595,12320000000,1.20E+23,1.67347E+13,4.155,1.53698E+12,1.02E+22,566.65,-1380.7,5876.33,4.054,-0.2126,24.626
C22,12/2/2015 0:10,12458,939.032,15053000000,1.13E+23,1.95285E+13,79.471,3.14926E+12,1.47E+22,526.316,-2827.5,3835.16,3.923,-0.3563,14.537
C11,12/6/2015 0:10,12463,1013.86,25962000000,1.69E+23,1.94369E+13,67.524,5.54116E+12,1.65E+22,434.363,-4732.4,5352.3,3.72,-0.3458,18.356
C10,12/7/2015 0:10,12463,731.581,19415000000,1.30E+23,1.58134E+13,83.688,2.13306E+12,1.21E+22,478.248,-2370.3,5174.13,3.275,-0.2316,19.901
C56,12/11/2015 0:10,12465,403.126,8266500000,8.39E+22,9.26819E+12,10.201,48194500000,5.75E+21,359.858,-343.98,6195.01,2.851,-0.0789,34.016
C12,12/15/2015 0:10,12468,362.469,8393300000,2.12E+22,7.90498E+12,63.578,3.48711E+12,4.77E+21,580.58,-324.73,1991.36,2.645,-0.0734,4.75
C66,12/16/2015 0:10,12468,271.034,7189400000,1.65E+22,6.03991E+12,51.799,2.85589E+12,3.43E+21,539.531,-106.74,2117.15,2.931,-0.0282,8.045
C31,12/19/2015 0:10,12468,448.528,11172000000,3.00E+22,9.56509E+12,72.55,3.98426E+12,7.36E+21,360.823,-1261.9,1998.67,3.078,-0.2143,3.544
C24,12/20/2015 0:10,12468,328.774,12960000000,2.14E+22,7.25139E+12,15.554,1.22097E+12,7.43E+21,208.802,-2331.8,1389.87,2.377,-0.3413,0.907
C17,12/17/2015 0:10,12470,2428.55,57102000000,9.06E+23,4.95433E+13,23.804,4.85828E+12,3.79E+22,1570.75,-3648.1,12237.1,4.485,-0.1212,40.318
C46,12/18/2015 0:10,12470,1949.06,49867000000,8.16E+23,4.11229E+13,0.462,7.39762E+12,3.07E+22,1502.32,-2306.4,13237,3.441,-0.0877,44.854
