FlareClass,Flare Date,AR,TOTUSJH,TOTBSQ,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,TOTFZ,MEANPOT,R_VALUE,EPSZ,SHRGT45
X22,2/15/2011 0:10,11158,3249.07,41815000000,8.60E+23,6.2133E+13,700.682,1.48995E+13,2.74E+22,1103.97,-552.89,14038,4.82,-0.0251,59.489
X15,3/9/2011 0:10,11166,3176.31,47782000000,9.66E+23,6.93142E+13,157.759,9.90571E+12,3.18E+22,1400.93,-869.7,13463.6,4.825,-0.0345,55.222
X21,9/6/2011 0:10,11283,1892.92,26673000000,3.72E+23,4.21173E+13,171.952,6.52888E+12,1.89E+22,1370.85,-231.29,7496.19,4.438,-0.0164,42.934
X18,9/7/2011 0:10,11283,1868.82,24509000000,3.48E+23,3.62893E+13,429.602,2.11807E+13,1.73E+22,1198.6,-317.56,8669.42,4.319,-0.0246,35.944
X19,9/24/2011 0:10,11302,5271.77,1.0229E+11,1.92E+24,8.6898E+13,1066.25,1.61178E+13,6.44E+22,1939.06,-6162.1,16094.8,4.912,-0.1143,41.102
X11,3/5/2012 0:10,11429,3866.88,70512000000,1.14E+24,6.526E+13,1391.38,4.92663E+13,4.78E+22,1414.52,-5714.5,13415.5,4.909,-0.1537,40.522
X54,3/7/2012 0:10,11429,5904.31,87381000000,1.68E+24,1.01205E+14,2314.31,7.95417E+13,5.74E+22,2018.58,-3081.2,15320.6,5.212,-0.0669,51.021
X14,7/12/2012 0:10,11520,7702.74,1.429E+11,2.44E+24,1.67971E+14,1442.81,6.75818E+13,9.47E+22,4536.81,-3694.1,10926.2,5.036,-0.049,46.161
X12,5/15/2013 0:10,11748,1854.69,31449000000,3.12E+23,3.11919E+13,734.486,2.67296E+13,2.86E+22,685.994,-6350.1,5782.52,4.405,-0.383,19.024
X10,10/28/2013 0:10,11875,3797.71,82041000000,1.27E+24,7.86009E+13,793.983,4.32417E+13,6.84E+22,1991.73,-10208,8901.63,4.371,-0.236,28.139
X33,11/5/2013 0:10,11890,5731.51,93206000000,1.47E+24,1.06304E+14,1209.82,4.29939E+13,7.53E+22,2335.35,-10458,10024.8,5,-0.2128,32.819
X11,11/8/2013 0:10,11890,4112.32,59235000000,1.05E+24,8.88192E+13,333.588,2.15987E+12,4.44E+22,2305.81,-2066.6,9711.59,4.734,-0.0662,48.785
X11,11/10/2013 3:10,11890,3373.21,49245000000,7.97E+23,7.77973E+13,554.928,1.58327E+13,3.94E+22,2166.65,-2770.8,8327.02,4.662,-0.1067,42.175
X10,11/19/2013 0:10,11893,3562.63,63842000000,7.50E+23,6.46192E+13,807.485,3.2894E+13,6.24E+22,1550.35,-12204,6225.65,4.746,-0.3626,19.828
X12,1/7/2014 0:10,11944,7589.58,1.6502E+11,2.99E+24,1.64685E+14,2185.35,7.71558E+13,9.33E+22,4448.32,-1823,14033.1,4.962,-0.021,51.014
X10,3/29/2014 0:10,12017,1098.55,14717000000,1.69E+23,2.16513E+13,253.733,1.35216E+13,1.13E+22,751.502,-1132.4,6990.11,4.203,-0.1459,26.704
X16,10/22/2014 0:10,12192,11762.2,2.2503E+11,4.76E+24,2.16398E+14,650.243,1.5443E+13,1.36E+23,6158.15,-5991.2,18881.5,5.463,-0.0505,48.13
X10,10/25/2014 0:10,12192,12172.3,2.5297E+11,5.23E+24,2.30024E+14,854.506,1.61343E+13,1.57E+23,6996.79,-9734.6,18097.8,5.332,-0.073,48.433
X20,10/26/2014 0:10,12192,13123,2.6122E+11,5.03E+24,2.37141E+14,579.471,3.32903E+13,1.76E+23,6898.57,-18117,15900.9,5.3,-0.1316,39.171
X20,10/27/2014 0:10,12192,14169.6,2.7596E+11,5.03E+24,2.39868E+14,186.222,4.56423E+13,1.96E+23,6461.83,-25663,14373.5,5.291,-0.1764,32.266
X31,10/24/2014 1:22,12192,11524.9,2.4295E+11,5.28E+24,2.23125E+14,587.8,6.5724E+12,1.44E+23,6814.19,-3915.7,19330.1,5.386,-0.0306,53.146
X16,11/7/2014 0:10,12205,4261.39,51135000000,6.28E+23,7.07994E+13,1750.31,5.90724E+13,4.45E+22,1425.92,-7662.2,7306.78,4.827,-0.2842,24.268
X22,3/11/2015 0:10,12297,3108.06,41184000000,6.55E+23,4.84331E+13,1813.38,6.57864E+13,2.41E+22,1261.09,-1337.4,14314.5,4.897,-0.0616,39.245
M12,5/5/2010 0:10,11069,605.079,8395900000,7.97E+22,7.56387E+12,295.489,1.16002E+13,5.50E+21,187.755,-1069,10742.8,4.173,-0.2415,12.511
M20,6/12/2010 0:10,11081,799.028,9715600000,6.76E+22,1.10299E+13,188.512,7.90356E+12,6.64E+21,251.771,-1453.2,7496.46,4.138,-0.2837,12.975
M10,8/7/2010 0:10,11093,651.383,23721000000,2.07E+23,1.01795E+13,128.779,1.72782E+12,1.16E+22,482.56,-2362.5,10704.8,3.757,-0.1889,25.781
M29,10/16/2010 0:10,11112,714.377,16015000000,6.90E+22,1.14455E+13,25.607,5.93941E+12,7.93E+21,707.666,-793.58,5264.65,3.942,-0.094,13.941
M54,11/6/2010 15:10,11121,1032.62,32698000000,8.34E+22,1.63814E+13,144.478,5.39325E+12,2.02E+22,647.258,-7178.3,2677.04,3.696,-0.4164,2.394
M18,3/7/2011 0:10,11164,4205.19,75541000000,1.03E+24,8.33458E+13,415.39,2.56358E+13,6.55E+22,1829.17,-10046,7644.54,4.67,-0.2523,26.104
M37,3/7/2011 0:10,11165,3323.23,48037000000,5.86E+23,5.9466E+13,158.76,1.33745E+12,4.61E+22,1302.78,-8261.9,6467,4.621,-0.3262,24.616
M42,3/14/2011 0:10,11169,1979.94,28920000000,4.05E+23,3.89457E+13,696.878,2.90708E+13,2.54E+22,857.365,-3083.2,7341.19,4.418,-0.2022,25.942
M10,3/24/2011 8:34,11176,2799.15,59845000000,6.22E+23,6.40716E+13,409.721,8.38947E+12,4.96E+22,1104.33,-9238.3,5440.64,4.42,-0.2928,25.178
M25,6/7/2011 0:10,11226,1490.51,23291000000,1.58E+23,3.65345E+13,362.711,2.08033E+13,2.70E+22,752.192,-4205.7,2480.03,3.705,-0.3425,11.386
M11,7/27/2011 0:10,11260,1507.63,19616000000,1.90E+23,3.09647E+13,273.579,1.36853E+13,1.71E+22,502.956,-2661.8,4950.63,4.409,-0.2574,24.761
M11,8/3/2011 0:10,11261,2981.77,34233000000,5.89E+23,5.29598E+13,1220.61,4.09497E+13,2.33E+22,1256.96,-341.36,10895.5,4.735,-0.0189,45.077
M93,8/4/2011 0:10,11261,3082.38,32030000000,4.75E+23,5.77716E+13,852.749,3.56379E+13,2.59E+22,1170.92,-1750.4,8053.63,4.754,-0.1037,34.355
M16,9/23/2011 0:10,11295,3584.81,67073000000,6.67E+23,7.54823E+13,438.722,1.53372E+13,6.52E+22,1863.6,-11852,4698.82,4.663,-0.3352,17.951
M10,9/30/2011 0:10,11305,959.536,18096000000,3.02E+23,2.16762E+13,303.489,1.28415E+13,1.06E+22,516.506,-74.648,11791.2,4.007,-0.0078,48.761
M12,10/1/2011 0:10,11305,1060.48,20012000000,3.64E+23,2.29546E+13,524.405,1.95014E+13,1.03E+22,592.227,288.38,13726.8,4.113,0.0273,54.971
M39,10/2/2011 0:10,11305,1196.54,21712000000,3.91E+23,2.58677E+13,539.477,2.23986E+13,1.23E+22,702.297,-32.155,13202,4.276,-0.0028,52.658
M40,12/25/2011 0:10,11380,326.769,4493000000,3.18E+22,7.91615E+12,25.297,3.34686E+12,3.30E+21,188.319,-89.484,3507.53,3.349,-0.0378,29.361
M15,12/26/2011 0:10,11380,1392.1,12657000000,1.71E+23,2.54575E+13,361.418,1.77034E+13,9.67E+21,357.999,-871.23,7725.67,4.322,-0.1306,38.292
M10,2/6/2012 0:10,11410,1762.55,48874000000,3.42E+23,4.03667E+13,2.054,1.36872E+12,3.27E+22,726.212,-7756.9,4545.07,4.152,-0.3011,18.651
M28,3/14/2012 0:10,11432,1053.99,11173000000,8.07E+22,2.38892E+13,81.251,1.65273E+12,1.14E+22,650.988,-1527.5,3010.99,3.256,-0.2593,24.188
M18,3/15/2012 0:10,11432,991.794,9363100000,7.57E+22,2.50484E+13,48.936,4.19733E+12,1.06E+22,657.3,-1296.4,2696.77,3.622,-0.2626,25.266
M14,3/17/2012 0:10,11434,255.698,4742700000,2.86E+22,6.42016E+12,18.683,1.8838E+12,3.25E+21,228.453,-152.84,3550.71,1.872,-0.0611,23.109
M10,4/27/2012 0:10,11466,1010.04,14566000000,1.64E+23,2.58405E+13,40.541,1.56335E+12,1.29E+22,634.139,-1521.4,4987.01,3.971,-0.1981,36.856
M19,5/7/2012 0:10,11471,1483.96,27306000000,3.12E+23,3.69799E+13,172.762,5.83676E+12,2.34E+22,922.698,-3086.5,5504.67,3.702,-0.2144,27.223
M14,5/8/2012 0:10,11476,4490.07,79021000000,1.29E+24,8.4751E+13,875.996,3.02222E+13,6.11E+22,2020.48,-6763.1,10853.7,4.884,-0.1623,35.788
M18,5/9/2012 0:10,11476,5390.35,85848000000,1.59E+24,9.63875E+13,1510.23,6.18209E+13,5.93E+22,2222.71,-3785.4,13899.9,4.974,-0.0836,40.31
M57,5/10/2012 0:10,11476,6089.71,87565000000,1.76E+24,1.02529E+14,1772.7,7.22191E+13,5.40E+22,2221.04,-1247,16698,5.051,-0.027,45.673
M13,5/6/2012 14:46,11476,4143.84,78029000000,1.08E+24,7.04502E+13,567.397,1.86895E+13,6.43E+22,1901.01,-10719,9271.32,4.659,-0.2606,30.795
M21,6/6/2012 5:34,11494,957.076,17893000000,3.00E+23,2.29771E+13,255.867,1.63382E+13,1.19E+22,588.874,-383.92,10451.5,4.029,-0.0407,47.362
M19,6/14/2012 0:10,11504,3022.07,57741000000,1.10E+24,6.85317E+13,553.367,1.94641E+13,3.70E+22,1526.68,-1649.3,13081.8,4.597,-0.0542,55.336
M18,7/4/2012 0:10,11513,1970.26,37304000000,4.93E+23,4.73996E+13,316.945,1.07056E+13,2.49E+22,1568.74,-1292.1,8127.04,4.006,-0.0657,38.265
M12,7/6/2012 0:10,11513,1671.44,36032000000,4.08E+23,4.08519E+13,321.816,1.69911E+13,2.77E+22,1125.49,-2771.6,6512.12,3.986,-0.1459,24.582
M38,7/2/2012 0:10,11515,3096.96,50121000000,8.69E+23,6.87515E+13,517.535,1.94375E+13,3.47E+22,1550.36,-1478.2,10688.7,4.76,-0.0559,49.15
M13,7/4/2012 0:10,11515,4674.35,63085000000,1.11E+24,9.76988E+13,530.706,1.53548E+13,4.34E+22,1876.72,-2086.8,10951.7,5.006,-0.0627,51.179
M16,7/5/2012 0:10,11515,6269.13,75358000000,1.34E+24,1.12265E+14,423.666,1.45648E+13,5.14E+22,2051.61,-3454.7,12622.8,5.152,-0.087,45.577
M13,7/6/2012 0:10,11515,6875.78,88121000000,1.50E+24,1.17994E+14,1479.95,4.82605E+13,6.24E+22,2230.59,-6800.7,12517,5.178,-0.1464,36.735
M26,7/7/2012 0:10,11515,7405.08,1.0239E+11,1.64E+24,1.21E+14,1762.89,5.86421E+13,7.80E+22,2511.08,-11981,11596.7,5.019,-0.2219,30.948
M23,7/29/2012 0:10,11532,5128.38,1.0262E+11,1.05E+24,1.11968E+14,152.442,2.6122E+12,8.59E+22,3061.74,-11955,5656.48,4.78,-0.221,21.474
M11,7/30/2012 0:10,11532,5367.96,99212000000,1.20E+24,1.20321E+14,290.145,1.2708E+13,7.98E+22,3412.45,-7591.7,6806.88,4.862,-0.1451,25.973
M61,7/28/2012 5:34,11532,5168.38,1.1021E+11,1.02E+24,1.08445E+14,238.66,2.07772E+12,8.76E+22,2854.5,-13227,5659.64,4.569,-0.2277,21.937
M55,8/18/2012 0:10,11543,1246.07,28759000000,3.77E+23,2.90277E+13,43.711,3.31923E+12,2.50E+22,597.133,-3608.8,6674.45,3.876,-0.238,26.816
M12,9/9/2012 0:10,11564,3286.57,42830000000,3.95E+23,7.98686E+13,2.772,9.41233E+12,5.40E+22,1884.27,-8663.9,3078.47,4.228,-0.3837,17.968
M16,11/20/2012 0:10,11618,1910.31,20302000000,2.26E+23,4.59656E+13,268.104,7.23743E+12,1.84E+22,829.438,-1327.6,4539.88,4.586,-0.124,35.204
M14,11/21/2012 0:10,11618,2268.15,24701000000,3.77E+23,4.45507E+13,540.999,2.20469E+13,1.84E+22,978.028,-417.81,8021.86,4.648,-0.0321,43.107
M10,11/27/2012 0:10,11620,2387.21,31941000000,4.99E+23,5.00072E+13,5.435,6.74326E+12,2.34E+22,950.049,-2139.3,9723.61,4.724,-0.127,45.707
M22,11/28/2012 0:10,11620,2510.26,37243000000,5.26E+23,5.11549E+13,115.682,8.98293E+12,3.07E+22,1072.72,-4189.9,8293.77,4.636,-0.2134,37.141
M10,1/11/2013 0:10,11654,4791.15,89302000000,1.45E+24,9.90288E+13,195.84,2.58908E+13,6.23E+22,1889.65,-7217.1,11372.4,5.236,-0.1533,41.342
M19,2/17/2013 0:10,11675,609.076,5900400000,5.86E+22,1.17178E+13,186.711,8.1504E+12,4.65E+21,162.482,-495.62,5710.04,4.001,-0.1593,32.695
M12,3/5/2013 0:10,11686,789.778,9456400000,9.92E+22,1.63929E+13,111.308,7.62649E+12,9.46E+21,293.623,-1484.2,4520.85,3.718,-0.2977,29.312
M11,3/15/2013 0:10,11692,1296.48,29846000000,4.45E+23,3.10012E+13,237.221,8.91083E+12,1.75E+22,940.186,-186.71,11392.5,3.618,-0.0119,37.846
M65,4/11/2013 0:10,11719,1568.62,27170000000,2.75E+23,3.80104E+13,220.646,7.53843E+12,1.84E+22,1092.56,-434.84,6037.62,3.603,-0.0304,36.309
M11,5/2/2013 0:10,11731,2753.69,30477000000,3.38E+23,6.96138E+13,188.998,1.11401E+13,2.75E+22,1750.01,-1674.4,4530.38,4.572,-0.1042,32.091
M13,5/3/2013 0:10,11731,2362.49,29208000000,2.64E+23,6.30449E+13,67.617,6.72632E+12,3.14E+22,1583.62,-3026.7,3116.76,4.344,-0.1966,25.396
M14,5/5/2013 0:10,11734,3095.13,63961000000,9.38E+23,7.57916E+13,88.299,7.14419E+12,4.08E+22,2165.09,-312.34,9265.7,3.955,-0.0093,45.851
M10,5/31/2013 0:10,11760,478.337,8467400000,3.41E+22,1.02151E+13,78.064,3.53521E+12,8.10E+21,176.969,-1809.1,1905,3.485,-0.4053,6.053
M13,6/5/2013 0:10,11762,2629.57,47167000000,4.85E+23,5.45442E+13,598.695,2.46443E+13,3.59E+22,1026.89,-5635.4,6343.02,4.52,-0.2266,24.041
M29,6/23/2013 15:22,11778,1067.32,26541000000,1.31E+23,2.10663E+13,154.975,8.28996E+12,2.11E+22,362.596,-6242.7,3111.73,4.226,-0.4462,11.034
M15,8/12/2013 0:10,11817,1753.3,25561000000,2.56E+23,3.42862E+13,482.843,1.87328E+13,1.82E+22,682.765,-1344.1,6211.06,4.439,-0.0997,31.053
M14,8/17/2013 0:10,11818,1644.25,24579000000,4.46E+23,2.98652E+13,761.305,2.41916E+13,1.53E+22,781.163,-753.59,13249.4,4.408,-0.0582,49.647
M35,10/24/2013 0:10,11877,2891.89,52804000000,8.73E+23,6.87101E+13,646.341,3.22422E+13,3.71E+22,1760.01,-2368.1,9525.32,4.596,-0.0851,42.768
M51,10/28/2013 0:10,11877,2494.83,46915000000,6.21E+23,5.90401E+13,555.112,2.37508E+13,3.91E+22,1571.92,-4843.8,7047.1,4.429,-0.1958,30.178
M10,10/26/2013 0:10,11882,2366.19,29690000000,5.05E+23,3.32547E+13,468.443,1.67049E+13,2.10E+22,529.695,-2610.2,12660.7,4.551,-0.1668,33.877
M44,10/28/2013 0:10,11882,2383.34,32414000000,6.03E+23,4.37389E+13,571.546,1.76304E+13,2.19E+22,771.362,-1075.1,12608.6,4.694,-0.0629,52.474
M19,10/25/2013 0:46,11882,2011.33,27555000000,4.65E+23,2.43891E+13,658.68,1.66867E+13,1.89E+22,548.57,-2440,13657.9,4.416,-0.168,32.882
M63,11/1/2013 0:10,11884,3137.01,49026000000,7.75E+23,7.0342E+13,344.171,1.46147E+13,3.61E+22,1745.44,-901.38,8586.88,4.572,-0.0349,43.625
M16,11/2/2013 0:10,11884,2832.81,44084000000,6.46E+23,6.41148E+13,389.045,1.64967E+13,3.13E+22,1661.39,-879.75,8129.98,4.539,-0.0379,44.251
M49,11/3/2013 0:10,11884,2278.87,38527000000,5.00E+23,5.34339E+13,355.069,1.68124E+13,2.78E+22,1476.83,-1110.3,7289.83,4.229,-0.0547,39.128
M23,11/8/2013 0:10,11891,921.498,10018000000,1.37E+23,1.63929E+13,341.422,1.50546E+13,7.96E+21,333.524,-790.43,8207.64,4.177,-0.1497,38.581
M10,11/15/2013 0:10,11899,4109.33,94255000000,1.44E+24,7.83869E+13,443.002,2.41971E+13,5.99E+22,1459.62,-8943.8,11721.7,4.481,-0.18,30.302
M10,11/23/2013 0:10,11899,3728.16,89261000000,1.45E+24,7.91617E+13,461.447,1.14979E+13,6.08E+22,1878.11,-7059.6,11537,4.294,-0.15,27.944
M12,12/7/2013 0:10,11909,951.092,20313000000,1.54E+23,2.23143E+13,7.48,2.30239E+12,1.68E+22,564.03,-2837.1,4144.41,3.583,-0.2649,16.788
M16,12/22/2013 0:10,11928,3622,61272000000,7.00E+23,6.96046E+13,13.275,4.81634E+12,4.66E+22,1433.51,-8145.5,7532.41,4.797,-0.2522,28.318
M31,12/29/2013 0:10,11936,1765.52,22897000000,1.94E+23,3.96732E+13,200.518,9.48102E+12,1.72E+22,1105.47,250.68,4285.02,4.257,0.0208,29.386
M64,12/31/2013 0:10,11936,2879.71,41432000000,5.37E+23,6.15591E+13,95.905,3.10693E+12,2.80E+22,1500.91,-938.34,8150.39,4.664,-0.043,40.942
M99,1/1/2014 0:10,11936,3113.3,47937000000,5.57E+23,6.9566E+13,154.21,9.24364E+11,3.65E+22,1645.86,-3655.8,6722.15,4.501,-0.1447,36.394
M10,1/7/2014 0:10,11946,1110.55,20357000000,3.74E+23,2.43348E+13,66.029,3.2657E+12,1.29E+22,530.303,-30.934,12797.5,4.213,-0.0029,58.533
M30,2/1/2014 0:10,11967,8681.31,1.363E+11,2.35E+24,1.36693E+14,1180.79,3.48729E+13,7.91E+22,3171.11,-6521.9,15577,5.235,-0.0908,38.625
M44,2/2/2014 0:10,11967,10370.5,1.5394E+11,3.02E+24,1.44788E+14,2315.43,6.00491E+13,7.55E+22,3592.19,-862.35,22369.7,5.437,-0.0106,47.097
M15,2/4/2014 0:10,11967,9592.17,1.5218E+11,3.17E+24,1.35377E+14,2745.04,9.32915E+13,7.24E+22,3924.9,1844.4,25156,5.318,0.023,52.413
M20,2/7/2014 0:10,11967,7806.29,1.3379E+11,2.18E+24,1.20667E+14,1617.29,3.65244E+13,9.55E+22,2958.28,-11980,12284.5,5.069,-0.1698,22.608
M26,2/2/2014 0:10,11968,2335.15,33158000000,3.86E+23,4.80344E+13,460.799,1.15037E+13,2.34E+22,1554.2,-1750.1,7548.78,4.534,-0.1001,34.08
M38,2/4/2014 0:10,11968,2327.81,33476000000,4.06E+23,5.12147E+13,426.479,2.53452E+13,2.44E+22,1600.83,-1954.2,7615.02,4.381,-0.1107,36.839
M19,2/7/2014 0:10,11968,4019.71,68346000000,8.81E+23,7.72609E+13,770.688,3.30838E+13,6.31E+22,1913.93,-10300,7121.9,4.688,-0.2859,23.253
M18,2/11/2014 0:10,11974,2317.08,30259000000,4.39E+23,4.20864E+13,348.73,1.39748E+13,1.91E+22,1270.65,-724.91,10446.3,4.576,-0.0454,42.384
M23,2/12/2014 0:10,11974,3747.7,39181000000,6.39E+23,6.99528E+13,424.373,2.1465E+13,2.59E+22,1612.51,-815.99,10455.7,4.896,-0.0395,49.155
M14,2/13/2014 0:10,11974,4822.41,50222000000,9.25E+23,8.77842E+13,124.356,7.01511E+12,3.21E+22,1733.48,-773.17,13117.2,5.051,-0.0292,48.897
M10,2/14/2014 0:10,11974,5257.99,59101000000,1.08E+24,9.86428E+13,65.948,9.05765E+12,4.07E+22,1884.27,-2201.3,11961,5.181,-0.0707,50.274
M12,2/16/2014 0:10,11977,1593.68,25892000000,3.38E+23,3.38565E+13,187.61,1.22187E+13,1.74E+22,1345.32,-845.9,8501.28,4.003,-0.062,41.634
M30,2/20/2014 0:10,11982,3953.07,69476000000,9.02E+23,8.19242E+13,54.748,6.56001E+12,5.50E+22,2291.14,-7208,8338.5,4.718,-0.1968,34.894
M11,2/28/2014 0:10,11991,1191.38,28645000000,3.77E+23,2.25276E+13,16.174,2.42567E+12,1.88E+22,604.826,-2884.7,11349.4,4.287,-0.191,37.462
M10,3/5/2014 0:10,11991,1731.66,22700000000,3.24E+23,3.29887E+13,623.232,2.61392E+13,1.59E+22,866.944,-1284.9,9445.4,4.402,-0.1074,41.17
M14,3/10/2014 0:10,11996,1440.25,20197000000,2.03E+23,3.03576E+13,56.945,5.35606E+12,2.11E+22,774.352,-3577.7,4470.04,4.299,-0.336,19.655
M35,3/11/2014 0:10,11996,2353.76,33025000000,3.67E+23,4.14706E+13,256.74,8.80838E+12,3.34E+22,949.246,-6596.7,5911.31,4.478,-0.3789,16.654
M10,3/9/2014 0:10,12002,630.74,14540000000,6.82E+22,1.05354E+13,207.559,9.47961E+12,9.46E+21,237.227,-2940.9,4160.84,3.877,-0.3837,11.749
M17,3/10/2014 0:10,12002,1453.84,20581000000,1.95E+23,2.66858E+13,289.861,1.59895E+13,1.57E+22,520.821,-3028,6785.79,4.522,-0.2791,23.867
M10,4/16/2014 0:10,12035,3332.55,67552000000,5.38E+23,6.76896E+13,841.694,3.1009E+13,4.49E+22,2093.83,-9153.6,5698.08,4.443,-0.257,22.036
M14,6/3/2014 0:10,12077,779.468,12292000000,1.45E+23,1.7798E+13,14.925,7.6108E+11,1.11E+22,493.399,-1251.6,5714.67,3.389,-0.1931,28.121
M18,6/12/2014 0:10,12085,5323.34,1.0714E+11,1.51E+24,1.11858E+14,217.335,5.50005E+12,8.13E+22,3064.45,-12188,9553.98,4.742,-0.2158,33.064
M11,6/12/2014 0:10,12089,421.648,4519700000,3.92E+22,7.51611E+12,118.842,8.01855E+12,3.13E+21,169.176,-43.73,6039.89,3.979,-0.0184,22.172
M65,7/8/2014 0:10,12113,674.979,21929000000,9.05E+22,1.18773E+13,35.937,2.70657E+12,1.12E+22,271.721,-5283,4225.67,3.822,-0.457,17.374
M12,10/9/2014 0:58,12182,2423.37,44336000000,3.08E+23,4.85992E+13,137.809,2.92358E+12,2.85E+22,1569.88,-3707.7,5243.07,4.548,-0.1586,19.994
M18,12/1/2014 0:10,12222,2411.26,59119000000,1.11E+24,4.74908E+13,271.786,1.15138E+13,3.34E+22,1384.31,-2800.6,16884.9,4.351,-0.0899,52.341
M13,12/4/2014 0:10,12222,2699.42,58985000000,1.07E+24,5.34579E+13,47.02,4.51026E+12,3.59E+22,1511.12,-3175.7,15255.1,4.482,-0.1021,49.982
M14,12/17/2014 0:10,12241,2673.58,41979000000,7.50E+23,5.43574E+13,657.739,2.80238E+13,2.99E+22,1179.68,-2403.1,12367.4,4.769,-0.1086,48.282
M69,12/18/2014 0:10,12241,3315.58,52505000000,1.09E+24,6.09312E+13,952.629,3.50055E+13,3.39E+22,1445.88,-871.28,16263.2,4.907,-0.0315,54.189
M22,12/27/2014 0:10,12249,1837.63,37686000000,3.27E+23,3.38235E+13,80.753,9.66711E+11,2.30E+22,710.35,-5806.6,7271.88,4.346,-0.2923,26.281
M11,1/3/2015 0:10,12253,3344.68,57350000000,1.09E+24,6.59078E+13,171.834,1.47773E+13,3.95E+22,1695.97,-1964.3,13599.4,4.932,-0.065,51.342
M13,1/4/2015 0:10,12253,2990.9,51961000000,1.01E+24,6.1498E+13,168.44,1.12109E+13,3.45E+22,1826.34,-930.54,13369.1,4.75,-0.034,55.788
M14,1/28/2015 0:10,12268,2058.49,44158000000,7.56E+23,4.55703E+13,252.567,1.25283E+13,2.50E+22,1589.05,-446.15,14185.5,4.525,-0.0192,52.125
M21,1/29/2015 0:22,12268,2014.45,43043000000,7.26E+23,4.37484E+13,255.165,7.64268E+12,2.48E+22,1633.64,-652.32,13751.8,4.304,-0.0287,50.888
M17,1/30/2015 0:10,12277,3992.03,82520000000,8.27E+23,7.37423E+13,85.581,1.05403E+13,7.65E+22,2030.14,-16282,5697.33,4.728,-0.3743,18.169
M12,2/4/2015 0:10,12277,2620.46,38469000000,3.72E+23,5.53016E+13,151.981,1.12509E+13,2.85E+22,2396.43,-3257.2,6069.13,4.106,-0.1606,27.297
M24,2/9/2015 0:10,12280,1578.27,25879000000,3.68E+23,3.40878E+13,66.079,3.57027E+12,1.80E+22,855.4,-1404.8,8846.37,4.447,-0.103,43.198
M14,4/8/2015 0:10,12320,1583.1,27431000000,2.25E+23,3.00825E+13,471.677,1.96372E+13,1.49E+22,1217.98,48.027,7247.1,4.208,0.0033,25.203
M26,5/5/2015 0:10,12335,2203.96,31977000000,4.55E+23,4.65627E+13,195.791,1.01325E+13,2.49E+22,1288.74,-2353.6,8439.53,4.337,-0.1396,40.993
M11,6/21/2015 0:10,12367,2753.42,46202000000,4.20E+23,5.74544E+13,352.422,2.00819E+13,4.78E+22,1569.46,-9478.1,4473.93,4.393,-0.3891,15.093
M10,6/20/2015 0:10,12371,3790.63,81939000000,1.69E+24,7.29549E+13,755.214,2.8055E+13,5.02E+22,1837.68,-2393.3,17662.7,4.98,-0.0554,57.077
M20,6/21/2015 0:10,12371,3331.03,78018000000,1.67E+24,6.7275E+13,908.348,3.45159E+13,4.51E+22,1880.35,-723.7,18602.5,4.88,-0.0176,60.997
M66,6/22/2015 0:10,12371,3189.06,72314000000,1.58E+24,6.14822E+13,960.332,3.28402E+13,4.05E+22,1761.99,173.54,19540.8,4.712,0.0046,63.26
M79,6/25/2015 0:10,12371,2921.63,59328000000,9.80E+23,5.79004E+13,507.496,1.65682E+13,4.09E+22,1598.34,-5094.5,12533,4.361,-0.1629,41.689
M15,7/3/2015 0:22,12378,1152.88,28798000000,1.95E+23,1.84944E+13,74.428,1.28738E+12,2.07E+22,489.171,-5562.6,5467.45,3.897,-0.3664,14.21
M17,7/6/2015 0:10,12381,2002.74,30579000000,4.42E+23,3.60831E+13,178.64,8.25347E+11,2.03E+22,718.909,-3046.1,11755.5,4.77,-0.189,45.444
M11,8/21/2015 0:10,12403,2875.02,43533000000,5.09E+23,5.6788E+13,244.483,5.02335E+12,3.60E+22,1418.01,-5655.8,7243.16,4.842,-0.2464,29.105
M35,8/22/2015 0:10,12403,3422.08,55363000000,8.65E+23,7.08242E+13,296.163,6.81487E+12,3.95E+22,1852.59,-3828.9,10730,4.947,-0.1312,42.328
M56,8/24/2015 0:10,12403,5131.83,83952000000,1.55E+24,9.95076E+13,551.424,3.63377E+13,5.15E+22,2397.19,-3126.6,15246.3,5.028,-0.0706,51.369
M29,8/27/2015 0:10,12403,4664.54,97869000000,1.61E+24,8.77644E+13,36.318,1.06431E+13,6.73E+22,2352.09,-10016,12892.3,4.826,-0.1941,39.863
M22,8/28/2015 0:10,12403,4374.09,95346000000,1.45E+24,7.73488E+13,269.33,1.37589E+13,7.25E+22,1970.61,-12569,10810.6,4.589,-0.2501,30.78
M11,9/17/2015 0:10,12415,1679.27,22428000000,2.98E+23,3.13384E+13,180.931,6.68948E+12,1.62E+22,816.506,-1385.7,9072.25,4.183,-0.1172,37.351
M21,9/20/2015 0:10,12415,1491.6,26234000000,2.97E+23,2.94235E+13,327.379,6.8068E+12,2.25E+22,734.562,-3731.3,6501.58,4.18,-0.2698,26.082
M45,10/1/2015 0:10,12422,5224.97,84437000000,1.30E+24,8.56319E+13,8.202,1.76448E+13,6.64E+22,1788.69,-11308,11090.8,4.949,-0.254,31.987
